transaction_date,symboling,normalized-losses,make,aspiration,num-of-doors,engine-location,wheel-base,length,width,height,curb-weight,engine-type,num-of-cylinders,engine-size,fuel-system,bore,stroke,compression-ratio,horsepower,peak-rpm,city-mpg,highway-mpg,price,city-L/100km,horsepower-binned,diesel,gas,body-style_convertible,body-style_hardtop,body-style_hatchback,body-style_sedan,body-style_wagon,drive-wheels_4wd,drive-wheels_awd,drive-wheels_fwd,drive-wheels_rwd
2025-11-01,0,0.6649214659685865,0.04477611940298507,0,0,0,0.425655976676385,0.5328358208955222,0.38461538461538414,0.5416666666666665,0.35182311869666405,0.7213930348258707,2,0.17735849056603775,0.46766169154228854,0.6857142857142857,0.3476190476190477,0.11250000000000004,0.24766355140186913,0.6734693877551019,0.27777777777777773,0.3421052631578947,0.12913956605928206,0.4082125603864734,1,0,1,False,False,False,True,False,False,False,False,True
2025-01-12,0,0.6439790575916231,0.04477611940298507,0,1,0,0.425655976676385,0.5328358208955222,0.38461538461538414,0.5416666666666665,0.474010861132661,0.7213930348258707,3,0.38867924528301884,0.46766169154228854,0.55,0.5333333333333334,0.125,0.34112149532710284,0.04081632653061229,0.22222222222222215,0.3157894736842105,0.3935256442083313,0.48148148148148123,2,0,1,False,False,False,True,False,False,False,False,True
2025-01-13,0,0.6439790575916231,0.04477611940298507,0,0,0,0.425655976676385,0.5328358208955222,0.38461538461538414,0.5416666666666665,0.495345228859581,0.7213930348258707,3,0.38867924528301884,0.46766169154228854,0.55,0.5333333333333334,0.125,0.34112149532710284,0.04081632653061229,0.22222222222222215,0.3157894736842105,0.396877017029939,0.48148148148148123,2,0,1,False,False,False,True,False,False,True,False,False
2025-01-14,1,0.29842931937172773,0.04477611940298507,0,0,0,0.49271137026239087,0.7149253731343284,0.5641025641025648,0.6583333333333337,0.6078355314197053,0.7213930348258707,3,0.38867924528301884,0.46766169154228854,0.55,0.5333333333333334,0.125,0.34112149532710284,0.04081632653061229,0.19444444444444448,0.23684210526315785,0.48277146119855024,0.523611111111111,2,0,1,False,False,False,True,False,False,False,False,True
2025-01-15,0,0.29842931937172773,0.04477611940298507,0,0,0,0.49271137026239087,0.7149253731343284,0.5641025641025648,0.6583333333333337,0.6757176105508145,0.7213930348258707,3,0.558490566037736,0.46766169154228854,0.7714285714285716,0.6285714285714288,0.0625,0.6261682242990654,0.5102040816326532,0.08333333333333331,0.1578947368421053,0.6365622362345464,0.7447916666666665,0,0,1,False,False,False,True,False,False,False,False,True
2025-01-16,0,0.29842931937172773,0.04477611940298507,0,0,0,0.49271137026239087,0.7865671641791043,0.6495726495726499,0.4916666666666667,0.7339022498060512,0.7213930348258707,3,0.558490566037736,0.46766169154228854,0.7714285714285716,0.6285714285714288,0.0625,0.6261682242990654,0.5102040816326532,0.08333333333333331,0.1578947368421053,0.8985899409165385,0.7447916666666665,0,0,1,False,False,False,True,False,False,False,False,True
2025-01-17,0,0.29842931937172773,0.04477611940298507,0,0,0,0.6822157434402332,0.8343283582089556,0.9059829059829072,0.7083333333333335,0.7823894491854151,0.7213930348258707,3,0.558490566037736,0.46766169154228854,0.7714285714285716,0.6285714285714288,0.0625,0.6261682242990654,0.5102040816326532,0.055555555555555525,0.10526315789473684,0.7884911374807606,0.8185185185185182,0,0,1,False,False,False,True,False,False,False,False,True
2025-01-18,2,0.29319371727748694,0.014925373134328358,0,1,0,0.05247813411078761,0.0,0.0,0.4500000000000006,0.0,0.05970149253731343,4,0.0,0.31343283582089554,0.26428571428571446,0.4571428571428571,0.15625,0.0,0.3877551020408163,0.9444444444444444,0.9736842105263157,0.0008192244675040983,0.015366430260047304,1,0,1,False,False,True,False,False,False,False,True,False
2025-01-19,1,0.1727748691099476,0.014925373134328358,0,1,0,0.23032069970845503,0.22089552238805998,0.28205128205128194,0.3500000000000001,0.14972847168347558,0.7213930348258707,2,0.10943396226415092,0.46766169154228854,0.34999999999999987,0.49523809523809526,0.16249999999999998,0.10280373831775702,0.5102040816326532,0.6944444444444444,0.7105263157894737,0.029219006007646098,0.10453216374269009,1,0,1,False,False,True,False,False,False,False,True,False
2025-01-20,0,0.08376963350785338,0.014925373134328358,0,0,0,0.23032069970845503,0.2641791044776123,0.28205128205128194,0.3500000000000001,0.1633048875096974,0.7213930348258707,2,0.10943396226415092,0.31343283582089554,0.34999999999999987,0.49523809523809526,0.16249999999999998,0.10280373831775702,0.5102040816326532,0.6944444444444444,0.7105263157894737,0.03617000148949903,0.10453216374269009,1,0,1,False,False,False,True,False,False,False,True,False
2025-01-21,1,0.27748691099476436,0.04477611940298507,0,1,0,0.20699708454810528,0.2417910447761198,0.29914529914529897,0.24999999999999956,0.15050426687354534,0.7213930348258707,2,0.10943396226415092,0.31343283582089554,0.30714285714285716,0.5523809523809524,0.150625,0.2196261682242991,0.5510204081632655,0.6666666666666665,0.6578947368421053,0.01127054267414726,0.11711711711711725,1,0,1,False,False,True,False,False,False,False,True,False
2025-01-22,1,0.27748691099476436,0.04477611940298507,0,1,0,0.20699708454810528,0.2417910447761198,0.29914529914529897,0.24999999999999956,0.15050426687354534,0.7213930348258707,2,0.10943396226415092,0.31343283582089554,0.30714285714285716,0.5523809523809524,0.15000000000000002,0.09345794392523366,0.5510204081632655,0.49999999999999994,0.5789473684210527,0.03125465468447444,0.2096774193548387,1,0,1,False,False,True,False,False,False,False,True,False
2025-01-23,1,0.27748691099476436,0.04477611940298507,1,1,0,0.20699708454810528,0.2417910447761198,0.29914529914529897,0.24999999999999956,0.24825446082234293,0.7213930348258707,2,0.139622641509434,0.46766169154228854,0.34999999999999987,0.6285714285714288,0.03749999999999998,0.2523364485981308,0.5510204081632655,0.3055555555555555,0.368421052631579,0.07047812918921603,0.3761574074074073,2,0,1,False,False,True,False,False,False,False,True,False
2025-01-24,1,0.43455497382198954,0.04477611940298507,0,0,0,0.20699708454810528,0.2417910447761198,0.29914529914529897,0.23333333333333384,0.18580294802172226,0.7213930348258707,2,0.10943396226415092,0.31343283582089554,0.30714285714285716,0.5523809523809524,0.15000000000000002,0.09345794392523366,0.5510204081632655,0.49999999999999994,0.5789473684210527,0.0275805570726379,0.2096774193548387,1,0,1,False,False,True,False,False,False,False,True,False
2025-01-25,1,0.43455497382198954,0.04477611940298507,0,0,0,0.20699708454810528,0.2417910447761198,0.29914529914529897,0.23333333333333384,0.1943366951124903,0.7213930348258707,2,0.10943396226415092,0.31343283582089554,0.30714285714285716,0.5523809523809524,0.15000000000000002,0.09345794392523366,0.5510204081632655,0.49999999999999994,0.5789473684210527,0.039074524601558996,0.2096774193548387,1,0,1,False,False,False,True,False,False,False,True,False
2025-01-26,1,0.43455497382198954,0.04477611940298507,0,0,0,0.20699708454810528,0.2417910447761198,0.29914529914529897,0.23333333333333384,0.1943366951124903,0.7213930348258707,2,0.10943396226415092,0.31343283582089554,0.30714285714285716,0.5523809523809524,0.15000000000000002,0.09345794392523366,0.5510204081632655,0.49999999999999994,0.5789473684210527,0.06183903480462738,0.2096774193548387,1,0,1,False,False,False,True,False,False,False,True,False
2025-01-27,1,0.43455497382198954,0.04477611940298507,1,0,0,0.20699708454810528,0.2417910447761198,0.29914529914529897,0.23333333333333384,0.2726920093095423,0.7213930348258707,2,0.139622641509434,0.46766169154228854,0.34999999999999987,0.6285714285714288,0.03749999999999998,0.2523364485981308,0.5510204081632655,0.3055555555555555,0.368421052631579,0.08539794449133609,0.3761574074074073,2,0,1,False,False,False,True,False,False,False,True,False
2025-01-28,-1,0.23560209424083772,0.04477611940298507,0,0,0,0.4868804664723032,0.5,0.3675213675213671,0.9999999999999996,0.40612878200155156,0.7213930348258707,2,0.23018867924528302,0.31343283582089554,0.5714285714285714,0.661904761904762,0.09375,0.1869158878504673,0.346938775510204,0.3055555555555555,0.368421052631579,0.09440941363388114,0.3761574074074073,1,0,1,False,False,False,False,True,False,False,True,False
2025-01-29,3,0.41884816753926707,0.04477611940298507,1,1,0,0.2711370262390673,0.4791044776119402,0.5128205128205119,0.20000000000000062,0.513188518231187,0.7213930348258707,2,0.3584905660377358,0.004975124378109453,0.7571428571428573,0.8714285714285714,0.0,0.4532710280373831,0.346938775510204,0.16666666666666669,0.21052631578947367,0.1947768233950648,0.5701754385964912,2,0,1,False,False,True,False,False,False,False,True,False
2025-01-30,2,0.3769633507853403,0.05970149253731343,0,1,0,0.0,0.052238805970149294,0.3076923076923075,0.24999999999999956,0.08727695888285492,0.7213930348258707,2,0.11698113207547167,0.05472636815920398,0.26428571428571446,0.6380952380952383,0.16249999999999998,0.04672897196261683,0.26530612244897966,0.9999999999999998,1.0,0.033786803038578006,0.0,1,0,1,False,False,True,False,False,False,False,True,False
2025-01-31,2,0.3769633507853403,0.03482587064676617,0,1,0,0.0,0.052238805970149294,0.3076923076923075,0.24999999999999956,0.12839410395655548,0.7213930348258707,2,0.11698113207547167,0.05472636815920398,0.26428571428571446,0.6380952380952383,0.13749999999999996,0.13084112149532712,0.7551020408163265,0.49999999999999994,0.5789473684210527,0.043120996971351966,0.2096774193548387,1,0,1,False,False,True,False,False,False,False,True,False
2025-02-01,1,0.1884816753926702,0.05970149253731343,0,1,0,0.20699708454810528,0.1328358208955227,0.316239316239316,0.3999999999999999,0.1353762606671839,0.7213930348258707,2,0.06792452830188678,0.05472636815920398,0.26428571428571446,0.4761904761904763,0.19374999999999998,0.05607476635514019,0.5510204081632655,0.6944444444444444,0.6842105263157894,0.006975820465716681,0.10453216374269009,1,0,1,False,False,True,False,False,False,False,True,False
2025-02-02,1,0.1884816753926702,0.05970149253731343,0,1,0,0.20699708454810528,0.1328358208955227,0.316239316239316,0.3999999999999999,0.1753297129557797,0.7213930348258707,2,0.11698113207547167,0.05472636815920398,0.26428571428571446,0.6380952380952383,0.13749999999999996,0.13084112149532712,0.7551020408163265,0.47222222222222215,0.4736842105263157,0.035028052231766055,0.22870370370370358,1,0,1,False,False,True,False,False,False,False,True,False
2025-02-03,1,0.1884816753926702,0.05970149253731343,0,1,0,0.20699708454810528,0.1328358208955227,0.316239316239316,0.3999999999999999,0.18153607447633824,0.7213930348258707,2,0.11698113207547167,0.05472636815920398,0.26428571428571446,0.6380952380952383,0.13749999999999996,0.13084112149532712,0.7551020408163265,0.47222222222222215,0.4736842105263157,0.049923042550022334,0.22870370370370358,1,0,1,False,False,True,False,False,False,False,True,False
2025-04-02,0,0.23560209424083772,0.05970149253731343,0,0,0,0.2886297376093294,0.33283582089552244,0.316239316239316,0.5583333333333331,0.20248254460822346,0.7213930348258707,2,0.11698113207547167,0.05472636815920398,0.26428571428571446,0.6380952380952383,0.13749999999999996,0.13084112149532712,0.7551020408163265,0.47222222222222215,0.4736842105263157,0.05404398987140657,0.22870370370370358,1,0,1,False,False,False,True,False,False,False,True,False
2025-02-05,0,0.0680628272251309,0.05970149253731343,0,0,0,0.2886297376093294,0.23880597014925353,0.3076923076923075,0.8749999999999996,0.20791311093871212,0.7213930348258707,2,0.11698113207547167,0.05472636815920398,0.2714285714285716,0.6380952380952383,0.13749999999999996,0.13084112149532712,0.7551020408163265,0.47222222222222215,0.4736842105263157,0.12913956605928206,0.22870370370370358,1,0,1,False,False,False,False,True,False,False,True,False
2025-06-02,0,0.21465968586387435,0.05970149253731343,0,1,0,0.2886297376093294,0.39402985074626873,0.4188034188034191,0.4583333333333335,0.29014740108611325,0.7213930348258707,2,0.1849056603773585,0.05472636815920398,0.4357142857142857,0.7190476190476192,0.125,0.17757009345794394,0.6734693877551019,0.3888888888888889,0.4473684210526315,0.06893898018966288,0.294238683127572,1,0,1,False,False,True,False,False,False,False,True,False
2025-02-07,0,0.21465968586387435,0.05970149253731343,0,1,0,0.2886297376093294,0.39402985074626873,0.4188034188034191,0.4583333333333335,0.3107059736229635,0.7213930348258707,2,0.1849056603773585,0.05472636815920398,0.4357142857142857,0.7190476190476192,0.125,0.17757009345794394,0.6734693877551019,0.3888888888888889,0.4473684210526315,0.09872896082617547,0.294238683127572,1,0,1,False,False,True,False,False,False,False,True,False
2025-08-02,0,0.10471204188481675,0.05970149253731343,0,0,0,0.2886297376093294,0.5119402985074628,0.4188034188034191,0.5249999999999999,0.31652443754848725,0.7213930348258707,2,0.1849056603773585,0.05472636815920398,0.4357142857142857,0.7190476190476192,0.125,0.17757009345794394,0.6734693877551019,0.3888888888888889,0.4473684210526315,0.09252271486023533,0.294238683127572,1,0,1,False,False,False,True,False,False,False,True,False
2025-02-09,0,0.10471204188481675,0.05970149253731343,0,0,0,0.2886297376093294,0.5119402985074628,0.18803418803418825,0.5249999999999999,0.34290147401086113,0.7213930348258707,2,0.1849056603773585,0.05472636815920398,0.4357142857142857,0.7190476190476192,0.125,0.17757009345794394,0.6734693877551019,0.3888888888888889,0.4473684210526315,0.12851894146268805,0.294238683127572,1,0,1,False,False,False,True,False,False,False,True,False
2025-01-06,0,0.10471204188481675,0.05970149253731343,0,0,0,0.2886297376093294,0.5119402985074628,0.4188034188034191,0.5249999999999999,0.3789759503491078,0.7213930348258707,2,0.1849056603773585,0.46766169154228854,0.4357142857142857,0.7190476190476192,0.125,0.24766355140186913,0.6734693877551019,0.3055555555555555,0.3157894736842105,0.19430514870165333,0.3761574074074073,1,0,1,False,False,False,True,False,False,False,True,False
2025-02-11,1,0.21989528795811514,0.05970149253731343,0,1,0,0.2886297376093294,0.4179104477611939,0.4871794871794872,0.26666666666666705,0.3122575640031032,0.7213930348258707,2,0.1849056603773585,0.31343283582089554,0.4357142857142857,0.7190476190476192,0.13124999999999998,0.24299065420560745,0.5510204081632655,0.3333333333333333,0.39473684210526316,0.12976019065587607,0.3466666666666666,1,0,1,False,False,False,True,False,False,False,True,False
2025-12-02,0,0.29842931937172773,0.009950248756218905,0,0,0,0.22448979591836737,0.4417910447761195,0.12820512820512864,0.4750000000000001,0.3293250581846392,0.7213930348258707,2,0.18867924528301888,0.31343283582089554,0.55,0.5523809523809524,0.09375,0.14018691588785048,0.26530612244897966,0.3055555555555555,0.3421052631578947,0.041383248100888725,0.3761574074074073,1,0,1,False,False,False,True,False,False,False,False,True
2025-02-13,2,0.29842931937172773,0.009950248756218905,0,1,0,0.27405247813411115,0.4701492537313432,0.4188034188034191,0.30000000000000027,0.4833204034134988,0.7213930348258707,2,0.2188679245283019,0.004975124378109453,0.6357142857142859,0.5523809523809524,0.13749999999999996,0.19626168224299068,0.346938775510204,0.3055555555555555,0.3421052631578947,0.14721215431209972,0.3761574074074073,1,0,1,False,False,True,False,False,False,False,False,True
2025-02-14,0,0.41884816753926707,0.014925373134328358,0,0,0,0.7696793002915454,0.8731343283582089,0.7948717948717947,0.4166666666666665,1.0,0.05970149253731343,3,0.7433962264150944,0.46766169154228854,0.7785714285714287,1.0,0.06874999999999998,0.5981308411214954,0.24489795918367352,0.055555555555555525,0.07894736842105265,0.6735514621915497,0.8185185185185182,0,0,1,False,False,False,True,False,False,False,False,True
2025-02-15,0,0.29842931937172773,0.014925373134328358,0,0,0,0.7696793002915454,0.8731343283582089,0.7948717948717947,0.4166666666666665,1.0,0.05970149253731343,3,0.7433962264150944,0.46766169154228854,0.7785714285714287,1.0,0.06874999999999998,0.5981308411214954,0.24489795918367352,0.055555555555555525,0.07894736842105265,0.7554739089419593,0.8185185185185182,0,0,1,False,False,False,True,False,False,False,False,True
2025-02-16,0,0.29842931937172773,0.014925373134328358,0,1,0,0.44897959183673475,0.7552238805970148,0.8803418803418808,0.0,0.9550038789759503,0.06467661691542288,5,1.0,0.46766169154228854,0.7142857142857142,0.3285714285714285,0.28125,0.9999999999999998,0.346938775510204,0.0,0.02631578947368418,0.7666451516806514,1.0000000000000002,1,0,1,False,False,False,True,False,False,False,False,True
2025-02-17,1,0.20418848167539266,0.0845771144278607,0,1,0,0.18950437317784274,0.26865671641791034,0.3333333333333339,0.5249999999999999,0.15593483320403412,0.7213930348258707,2,0.1132075471698113,0.31343283582089554,0.34999999999999987,0.5142857142857142,0.125,0.09345794392523366,0.346938775510204,0.47222222222222215,0.39473684210526316,0.0019115237575095534,0.22870370370370358,1,0,1,False,False,True,False,False,False,False,True,False
2025-02-18,1,0.20418848167539266,0.0845771144278607,0,1,0,0.18950437317784274,0.26865671641791034,0.3333333333333339,0.5249999999999999,0.15981380915438326,0.7213930348258707,2,0.1132075471698113,0.31343283582089554,0.34999999999999987,0.5142857142857142,0.125,0.09345794392523366,0.346938775510204,0.49999999999999994,0.5789473684210527,0.024254009234893986,0.2096774193548387,1,0,1,False,False,True,False,False,False,False,True,False
2025-02-19,1,0.20418848167539266,0.0845771144278607,0,1,0,0.18950437317784274,0.26865671641791034,0.3333333333333339,0.5249999999999999,0.16175329712955777,0.7213930348258707,2,0.1132075471698113,0.31343283582089554,0.34999999999999987,0.5142857142857142,0.125,0.09345794392523366,0.346938775510204,0.49999999999999994,0.5789473684210527,0.041631497939526335,0.2096774193548387,1,0,1,False,False,True,False,False,False,False,True,False
2025-02-20,1,0.2513089005235602,0.0845771144278607,0,0,0,0.18950437317784274,0.38358208955223905,0.3333333333333339,0.5249999999999999,0.17726920093095422,0.7213930348258707,2,0.1132075471698113,0.31343283582089554,0.34999999999999987,0.5142857142857142,0.125,0.09345794392523366,0.346938775510204,0.49999999999999994,0.5789473684210527,0.03914899955315029,0.2096774193548387,1,0,1,False,False,False,True,False,False,False,False,True
2025-02-21,1,0.2513089005235602,0.0845771144278607,0,0,0,0.18950437317784274,0.38358208955223905,0.3333333333333339,0.5249999999999999,0.17920868890612873,0.7213930348258707,2,0.1132075471698113,0.31343283582089554,0.3857142857142859,0.5142857142857142,0.125,0.09345794392523366,0.346938775510204,0.49999999999999994,0.5789473684210527,0.056526488257782614,0.2096774193548387,1,0,1,False,False,False,True,False,False,False,True,False
2025-02-22,3,0.44502617801047123,0.0845771144278607,0,1,0,0.2536443148688048,0.4164179104477612,0.4615384615384617,0.1499999999999999,0.3460046547711404,0.01990049751243781,6,0.03396226415094339,0.014925373134328358,0.5641080312722118,0.5809523809523811,0.15000000000000002,0.24766355140186913,0.7551020408163265,0.1111111111111111,0.1842105263157895,0.14465518097413238,0.6797385620915033,1,0,1,False,False,True,False,False,False,False,False,True
2025-02-23,3,0.44502617801047123,0.0845771144278607,0,1,0,0.2536443148688048,0.4164179104477612,0.4615384615384617,0.1499999999999999,0.3460046547711404,0.01990049751243781,6,0.03396226415094339,0.014925373134328358,0.5641080312722118,0.5809523809523811,0.15000000000000002,0.24766355140186913,0.7551020408163265,0.1111111111111111,0.1842105263157895,0.1669976664515168,0.6797385620915033,1,0,1,False,False,True,False,False,False,False,False,True
2025-02-24,3,0.44502617801047123,0.0845771144278607,0,1,0,0.2536443148688048,0.4164179104477612,0.4615384615384617,0.1499999999999999,0.3479441427463149,0.01990049751243781,6,0.03396226415094339,0.014925373134328358,0.5641080312722118,0.5809523809523811,0.15000000000000002,0.24766355140186913,0.7551020408163265,0.1111111111111111,0.1842105263157895,0.21168263740628568,0.6797385620915033,1,0,1,False,False,True,False,False,False,False,False,True
2025-02-25,3,0.44502617801047123,0.0845771144278607,0,1,0,0.2536443148688048,0.4164179104477612,0.4615384615384617,0.1499999999999999,0.39255236617532974,0.01990049751243781,6,0.07169811320754715,0.46766169154228854,0.5641080312722118,0.5809523809523811,0.15000000000000002,0.2196261682242991,0.7551020408163265,0.08333333333333331,0.1842105263157895,0.2613326051338067,0.7447916666666665,2,0,1,False,False,True,False,False,False,False,False,True
2025-02-26,1,0.3350785340314136,0.0845771144278607,0,1,0,0.3556851311953353,0.5477611940298508,0.5299145299145307,0.4916666666666667,0.3479441427463149,0.7213930348258707,2,0.23018867924528302,0.31343283582089554,0.6071428571428574,0.6285714285714288,0.09999999999999998,0.16822429906542058,0.26530612244897966,0.3611111111111111,0.42105263157894735,0.09252271486023533,0.31944444444444425,1,0,1,False,False,True,False,False,False,False,True,False
2025-02-27,0,0.2617801047120419,0.0845771144278607,0,0,0,0.3556851311953353,0.5477611940298508,0.5299145299145307,0.641666666666667,0.3576415826221877,0.7213930348258707,2,0.23018867924528302,0.31343283582089554,0.6071428571428574,0.6285714285714288,0.09999999999999998,0.16822429906542058,0.26530612244897966,0.3611111111111111,0.42105263157894735,0.08383397050791916,0.31944444444444425,1,0,1,False,False,False,True,False,False,False,True,False
2025-02-28,1,0.3350785340314136,0.0845771144278607,0,1,0,0.3556851311953353,0.5477611940298508,0.5299145299145307,0.4916666666666667,0.3479441427463149,0.7213930348258707,2,0.23018867924528302,0.31343283582089554,0.6071428571428574,0.6285714285714288,0.09999999999999998,0.16822429906542058,0.26530612244897966,0.3611111111111111,0.42105263157894735,0.13596643662181618,0.31944444444444425,1,0,1,False,False,True,False,False,False,False,True,False
2025-03-01,0,0.2617801047120419,0.0845771144278607,0,0,0,0.3556851311953353,0.5477611940298508,0.5299145299145307,0.641666666666667,0.3576415826221877,0.7213930348258707,2,0.23018867924528302,0.31343283582089554,0.6071428571428574,0.6285714285714288,0.09999999999999998,0.16822429906542058,0.26530612244897966,0.3611111111111111,0.42105263157894735,0.12727769226950003,0.31944444444444425,1,0,1,False,False,False,True,False,False,False,True,False
2025-02-03,0,0.29842931937172773,0.0845771144278607,0,0,0,0.3556851311953353,0.5477611940298508,0.5299145299145307,0.641666666666667,0.37044220325833976,0.7213930348258707,2,0.23018867924528302,0.0945273631840796,0.6071428571428574,0.6285714285714288,0.98125,0.07476635514018692,0.20408163265306123,0.6388888888888888,0.6842105263157894,0.14093143339456832,0.13040123456790126,1,1,0,False,False,False,True,False,False,False,True,False
2025-03-03,0,0.2617801047120419,0.0845771144278607,0,0,0,0.3556851311953353,0.5477611940298508,0.5299145299145307,0.641666666666667,0.36346004654771136,0.7213930348258707,2,0.23018867924528302,0.31343283582089554,0.6071428571428574,0.6285714285714288,0.09999999999999998,0.16822429906542058,0.26530612244897966,0.3611111111111111,0.42105263157894735,0.1521026761332605,0.31944444444444425,1,0,1,False,False,True,False,False,False,False,True,False
2025-04-03,0,0.27748691099476436,0.0845771144278607,0,0,0,0.5335276967930032,0.5059701492537312,0.49572649572649663,0.5500000000000003,0.45849495733126444,0.7213930348258707,2,0.2981132075471698,0.46766169154228854,0.8714285714285712,0.5190476190476192,0.0625,0.3364485981308411,0.346938775510204,0.16666666666666669,0.2894736842105263,0.32674643761481553,0.5701754385964912,2,0,1,False,False,False,True,False,False,False,False,True
2025-03-05,0,0.29842931937172773,0.0845771144278607,0,0,0,0.5335276967930032,0.5059701492537312,0.49572649572649663,0.5500000000000003,0.47013188518231197,0.7213930348258707,2,0.27547169811320754,0.0945273631840796,0.6357142857142859,0.7476190476190478,0.9375,0.11214953271028039,0.020408163265306145,0.49999999999999994,0.6052631578947367,0.32833523658209623,0.2096774193548387,1,1,0,False,False,False,True,False,False,False,False,True
2025-06-03,-1,0.14659685863874344,0.03980099502487562,1,0,0,0.6822157434402332,0.7432835820895525,0.8547008547008543,0.7250000000000001,0.7862684251357641,0.7213930348258707,1,0.460377358490566,0.0945273631840796,0.7428571428571431,0.7476190476190478,0.90625,0.3504672897196262,0.08163265306122436,0.24999999999999994,0.23684210526315785,0.5072737202720818,0.44318181818181807,2,1,0,False,False,False,True,False,False,False,False,True
