symboling,normalized-losses,num-of-doors,wheel-base,length,width,height,curb-weight,num-of-cylinders,engine-size,bore,stroke,compression-ratio,horsepower,peak-rpm,city-mpg,highway-mpg,price,city-L/100km,diesel,gas,horsepower_ordinal,body-style_convertible,body-style_hardtop,body-style_hatchback,body-style_sedan,body-style_wagon,drive-wheels_4wd,drive-wheels_awd,drive-wheels_fwd,drive-wheels_rwd,aspiration_std,aspiration_turbo,engine-type_dohc,engine-type_l,engine-type_ohc,engine-type_ohcf,engine-type_ohcv,engine-type_rotor,engine-location_front,engine-location_rear,fuel-system_1bbl,fuel-system_2bbl,fuel-system_4bbl,fuel-system_idi,fuel-system_mfi,fuel-system_mpfi,fuel-system_spdi,fuel-system_spfi,make_freq
0.4,188,1.0,101.2,0.8495915425276309,0.8999999999999999,54.3,0.495345228859581,0.4000000000000001,0.38867924528301884,3.31,3.19,9.0,0.34112149532710284,0.04081632653061229,0.22222222222222215,0.3157894736842105,0.396877017029939,11.190476190476188,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0.04477611940298507
0.6000000000000001,122,1.0,103.5,0.9082172032676598,0.9291666666666668,55.7,0.6078355314197053,0.4000000000000001,0.38867924528301884,3.31,3.19,9.0,0.34112149532710284,0.04081632653061229,0.19444444444444448,0.23684210526315785,0.48277146119855024,11.75,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0.04477611940298507
0.4,122,1.0,103.5,0.9082172032676598,0.9291666666666668,55.7,0.6757176105508145,0.4000000000000001,0.558490566037736,3.62,3.39,8.0,0.6261682242990654,0.5102040816326532,0.08333333333333331,0.1578947368421053,0.6365622362345464,14.6875,0,1,2,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0.04477611940298507
0.4,122,1.0,103.5,0.9312830370014415,0.9430555555555556,53.7,0.7339022498060512,0.4000000000000001,0.558490566037736,3.62,3.39,8.0,0.6261682242990654,0.5102040816326532,0.08333333333333331,0.1578947368421053,0.8985899409165385,14.6875,0,1,2,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0.04477611940298507
0.4,122,1.0,110.0,0.9466602594906296,0.9847222222222224,56.3,0.7823894491854151,0.4000000000000001,0.558490566037736,3.62,3.39,8.0,0.6261682242990654,0.5102040816326532,0.055555555555555525,0.10526315789473684,0.7884911374807606,15.666666666666664,0,1,2,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0.04477611940298507
0.8,121,0.0,88.4,0.6780394041326285,0.8374999999999999,53.2,0.0,0.10000000000000003,0.0,2.91,3.03,9.5,0.0,0.3877551020408163,0.9444444444444444,0.9736842105263157,0.0008192244675040983,5.0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.014925373134328358
0.6000000000000001,98,0.0,94.5,0.7491590581451226,0.8833333333333333,52.0,0.14972847168347558,0.2,0.10943396226415092,3.03,3.11,9.6,0.10280373831775702,0.5102040816326532,0.6944444444444444,0.7105263157894737,0.029219006007646098,6.184210526315789,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0.014925373134328358
0.4,81,1.0,94.5,0.7630946660259491,0.8833333333333333,52.0,0.1633048875096974,0.2,0.10943396226415092,3.03,3.11,9.6,0.10280373831775702,0.5102040816326532,0.6944444444444444,0.7105263157894737,0.03617000148949903,6.184210526315789,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0.014925373134328358
0.6000000000000001,118,0.0,93.7,0.7558865929841423,0.8861111111111111,50.8,0.15050426687354534,0.2,0.10943396226415092,2.97,3.23,9.41,0.2196261682242991,0.5510204081632655,0.6666666666666665,0.6578947368421053,0.01127054267414726,6.351351351351353,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0.04477611940298507
0.6000000000000001,118,0.0,93.7,0.7558865929841423,0.8861111111111111,50.8,0.15050426687354534,0.2,0.10943396226415092,2.97,3.23,9.4,0.09345794392523366,0.5510204081632655,0.49999999999999994,0.5789473684210527,0.03125465468447444,7.580645161290323,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0.04477611940298507
0.6000000000000001,118,0.0,93.7,0.7558865929841423,0.8861111111111111,50.8,0.24825446082234293,0.2,0.139622641509434,3.03,3.39,7.6,0.2523364485981308,0.5510204081632655,0.3055555555555555,0.368421052631579,0.07047812918921603,9.791666666666666,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0.04477611940298507
0.6000000000000001,148,1.0,93.7,0.7558865929841423,0.8861111111111111,50.6,0.18580294802172226,0.2,0.10943396226415092,2.97,3.23,9.4,0.09345794392523366,0.5510204081632655,0.49999999999999994,0.5789473684210527,0.0275805570726379,7.580645161290323,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0.04477611940298507
0.6000000000000001,148,1.0,93.7,0.7558865929841423,0.8861111111111111,50.6,0.1943366951124903,0.2,0.10943396226415092,2.97,3.23,9.4,0.09345794392523366,0.5510204081632655,0.49999999999999994,0.5789473684210527,0.039074524601558996,7.580645161290323,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0.04477611940298507
0.6000000000000001,148,1.0,93.7,0.7558865929841423,0.8861111111111111,50.6,0.1943366951124903,0.2,0.10943396226415092,2.97,3.23,9.4,0.09345794392523366,0.5510204081632655,0.49999999999999994,0.5789473684210527,0.06183903480462738,7.580645161290323,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0.04477611940298507
0.6000000000000001,148,1.0,93.7,0.7558865929841423,0.8861111111111111,50.6,0.2726920093095423,0.2,0.139622641509434,3.03,3.39,7.6,0.2523364485981308,0.5510204081632655,0.3055555555555555,0.368421052631579,0.08539794449133609,9.791666666666666,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0.04477611940298507
0.2,110,1.0,103.3,0.8390197020663143,0.8972222222222221,59.8,0.40612878200155156,0.2,0.23018867924528302,3.34,3.46,8.5,0.1869158878504673,0.346938775510204,0.3055555555555555,0.368421052631579,0.09440941363388114,9.791666666666666,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0.04477611940298507
1.0,145,0.0,95.9,0.8322921672272945,0.9208333333333332,50.2,0.513188518231187,0.2,0.3584905660377358,3.6,3.9,7.0,0.4532710280373831,0.346938775510204,0.16666666666666669,0.21052631578947367,0.1947768233950648,12.36842105263158,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0.04477611940298507
0.8,137,0.0,86.6,0.6948582412301778,0.8875,50.8,0.08727695888285492,0.2,0.11698113207547167,2.91,3.41,9.6,0.04672897196261683,0.26530612244897966,0.9999999999999998,1.0,0.033786803038578006,4.795918367346938,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0.05970149253731343
0.8,137,0.0,86.6,0.6948582412301778,0.8875,50.8,0.12839410395655548,0.2,0.11698113207547167,2.91,3.41,9.2,0.13084112149532712,0.7551020408163265,0.49999999999999994,0.5789473684210527,0.043120996971351966,7.580645161290323,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0.03482587064676617
0.6000000000000001,101,0.0,93.7,0.7208073041806824,0.8888888888888888,52.6,0.1353762606671839,0.2,0.06792452830188678,2.91,3.07,10.1,0.05607476635514019,0.5510204081632655,0.6944444444444444,0.6842105263157894,0.006975820465716681,6.184210526315789,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0.05970149253731343
0.6000000000000001,101,0.0,93.7,0.7208073041806824,0.8888888888888888,52.6,0.1753297129557797,0.2,0.11698113207547167,2.91,3.41,9.2,0.13084112149532712,0.7551020408163265,0.47222222222222215,0.4736842105263157,0.035028052231766055,7.833333333333332,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0.05970149253731343
0.6000000000000001,101,0.0,93.7,0.7208073041806824,0.8888888888888888,52.6,0.18153607447633824,0.2,0.11698113207547167,2.91,3.41,9.2,0.13084112149532712,0.7551020408163265,0.47222222222222215,0.4736842105263157,0.049923042550022334,7.833333333333332,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0.05970149253731343
0.4,110,1.0,96.5,0.7851994233541567,0.8888888888888888,54.5,0.20248254460822346,0.2,0.11698113207547167,2.91,3.41,9.2,0.13084112149532712,0.7551020408163265,0.47222222222222215,0.4736842105263157,0.05404398987140657,7.833333333333332,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0.05970149253731343
0.4,78,1.0,96.5,0.7549255165785679,0.8875,58.3,0.20791311093871212,0.2,0.11698113207547167,2.92,3.41,9.2,0.13084112149532712,0.7551020408163265,0.47222222222222215,0.4736842105263157,0.12789831686609404,7.833333333333332,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0.05970149253731343
0.4,106,0.0,96.5,0.8049014896684287,0.9055555555555556,53.3,0.29014740108611325,0.2,0.1849056603773585,3.15,3.58,9.0,0.17757009345794394,0.6734693877551019,0.3888888888888889,0.4473684210526315,0.06893898018966288,8.703703703703704,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0.05970149253731343
0.4,106,0.0,96.5,0.8049014896684287,0.9055555555555556,53.3,0.3107059736229635,0.2,0.1849056603773585,3.15,3.58,9.0,0.17757009345794394,0.6734693877551019,0.3888888888888889,0.4473684210526315,0.09872896082617547,8.703703703703704,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0.05970149253731343
0.4,85,1.0,96.5,0.8428640076886112,0.9055555555555556,54.1,0.31652443754848725,0.2,0.1849056603773585,3.15,3.58,9.0,0.17757009345794394,0.6734693877551019,0.3888888888888889,0.4473684210526315,0.09252271486023533,8.703703703703704,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0.05970149253731343
0.4,85,1.0,96.5,0.8428640076886112,0.8680555555555556,54.1,0.34290147401086113,0.2,0.1849056603773585,3.15,3.58,9.0,0.17757009345794394,0.6734693877551019,0.3888888888888889,0.4473684210526315,0.12851894146268805,8.703703703703704,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0.05970149253731343
0.4,85,1.0,96.5,0.8428640076886112,0.9055555555555556,54.1,0.3789759503491078,0.2,0.1849056603773585,3.15,3.58,9.0,0.24766355140186913,0.6734693877551019,0.3055555555555555,0.3157894736842105,0.19430514870165333,9.791666666666666,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0.05970149253731343
0.6000000000000001,107,0.0,96.5,0.8125901009130225,0.9166666666666666,51.0,0.3122575640031032,0.2,0.1849056603773585,3.15,3.58,9.1,0.24299065420560745,0.5510204081632655,0.3333333333333333,0.39473684210526316,0.12976019065587607,9.4,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0.05970149253731343
0.4,122,1.0,94.3,0.8202787121576165,0.8583333333333333,53.5,0.3293250581846392,0.2,0.18867924528301888,3.31,3.23,8.5,0.14018691588785048,0.26530612244897966,0.3055555555555555,0.3421052631578947,0.041383248100888725,9.791666666666666,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0.009950248756218905
0.8,122,0.0,96.0,0.8294089380105718,0.9055555555555556,51.4,0.4833204034134988,0.2,0.2188679245283019,3.43,3.23,9.2,0.19626168224299068,0.346938775510204,0.3055555555555555,0.3421052631578947,0.14721215431209972,9.791666666666666,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0.009950248756218905
0.4,145,1.0,113.0,0.9591542527630946,0.9666666666666666,52.8,1.0,0.4000000000000001,0.7433962264150944,3.63,4.17,8.1,0.5981308411214954,0.24489795918367352,0.055555555555555525,0.07894736842105265,0.6735514621915497,15.666666666666664,0,1,2,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.014925373134328358
0.4,122,1.0,113.0,0.9591542527630946,0.9666666666666666,52.8,1.0,0.4000000000000001,0.7433962264150944,3.63,4.17,8.1,0.5981308411214954,0.24489795918367352,0.055555555555555525,0.07894736842105265,0.7554739089419593,15.666666666666664,0,1,2,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.014925373134328358
0.4,122,0.0,102.0,0.921191734742912,0.9805555555555556,47.8,0.9550038789759503,1.0000000000000002,1.0,3.54,2.76,11.5,0.9999999999999998,0.346938775510204,0.0,0.02631578947368418,0.7666451516806514,18.07692307692308,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0.014925373134328358
0.6000000000000001,104,0.0,93.1,0.7645362806343105,0.8916666666666667,54.1,0.15593483320403412,0.2,0.1132075471698113,3.03,3.15,9.0,0.09345794392523366,0.346938775510204,0.47222222222222215,0.39473684210526316,0.0019115237575095534,7.833333333333332,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0.0845771144278607
0.6000000000000001,104,0.0,93.1,0.7645362806343105,0.8916666666666667,54.1,0.15981380915438326,0.2,0.1132075471698113,3.03,3.15,9.0,0.09345794392523366,0.346938775510204,0.49999999999999994,0.5789473684210527,0.024254009234893986,7.580645161290323,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0.0845771144278607
0.6000000000000001,104,0.0,93.1,0.7645362806343105,0.8916666666666667,54.1,0.16175329712955777,0.2,0.1132075471698113,3.03,3.15,9.0,0.09345794392523366,0.346938775510204,0.49999999999999994,0.5789473684210527,0.041631497939526335,7.580645161290323,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0.0845771144278607
0.6000000000000001,113,1.0,93.1,0.8015377222489188,0.8916666666666667,54.1,0.17726920093095422,0.2,0.1132075471698113,3.03,3.15,9.0,0.09345794392523366,0.346938775510204,0.49999999999999994,0.5789473684210527,0.03914899955315029,7.580645161290323,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0.0845771144278607
0.6000000000000001,113,1.0,93.1,0.8015377222489188,0.8916666666666667,54.1,0.17920868890612873,0.2,0.1132075471698113,3.08,3.15,9.0,0.09345794392523366,0.346938775510204,0.49999999999999994,0.5789473684210527,0.056526488257782614,7.580645161290323,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0.0845771144278607
1.0,150,0.0,95.3,0.8121095627102355,0.9125,49.6,0.3460046547711404,0.0,0.03396226415094339,3.329751243781096,3.29,9.4,0.24766355140186913,0.7551020408163265,0.1111111111111111,0.1842105263157895,0.14465518097413238,13.823529411764708,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0.0845771144278607
1.0,150,0.0,95.3,0.8121095627102355,0.9125,49.6,0.3460046547711404,0.0,0.03396226415094339,3.329751243781096,3.29,9.4,0.24766355140186913,0.7551020408163265,0.1111111111111111,0.1842105263157895,0.1669976664515168,13.823529411764708,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0.0845771144278607
1.0,150,0.0,95.3,0.8121095627102355,0.9125,49.6,0.3479441427463149,0.0,0.03396226415094339,3.329751243781096,3.29,9.4,0.24766355140186913,0.7551020408163265,0.1111111111111111,0.1842105263157895,0.21168263740628568,13.823529411764708,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0.0845771144278607
1.0,150,0.0,95.3,0.8121095627102355,0.9125,49.6,0.39255236617532974,0.0,0.07169811320754715,3.329751243781096,3.29,9.4,0.2196261682242991,0.7551020408163265,0.08333333333333331,0.1842105263157895,0.2613326051338067,14.6875,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0.0845771144278607
0.6000000000000001,129,0.0,98.8,0.8543969245555022,0.9236111111111112,53.7,0.3479441427463149,0.2,0.23018867924528302,3.39,3.39,8.6,0.16822429906542058,0.26530612244897966,0.3611111111111111,0.42105263157894735,0.09252271486023533,9.038461538461537,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0.0845771144278607
0.4,115,1.0,98.8,0.8543969245555022,0.9236111111111112,55.5,0.3576415826221877,0.2,0.23018867924528302,3.39,3.39,8.6,0.16822429906542058,0.26530612244897966,0.3611111111111111,0.42105263157894735,0.08383397050791916,9.038461538461537,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0.0845771144278607
0.6000000000000001,129,0.0,98.8,0.8543969245555022,0.9236111111111112,53.7,0.3479441427463149,0.2,0.23018867924528302,3.39,3.39,8.6,0.16822429906542058,0.26530612244897966,0.3611111111111111,0.42105263157894735,0.13596643662181618,9.038461538461537,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0.0845771144278607
0.4,115,1.0,98.8,0.8543969245555022,0.9236111111111112,55.5,0.3576415826221877,0.2,0.23018867924528302,3.39,3.39,8.6,0.16822429906542058,0.26530612244897966,0.3611111111111111,0.42105263157894735,0.12727769226950003,9.038461538461537,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0.0845771144278607
0.4,122,1.0,98.8,0.8543969245555022,0.9236111111111112,55.5,0.37044220325833976,0.2,0.23018867924528302,3.39,3.39,22.7,0.07476635514018692,0.20408163265306123,0.6388888888888888,0.6842105263157894,0.14093143339456832,6.527777777777778,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0.0845771144278607
0.4,115,1.0,98.8,0.8543969245555022,0.9236111111111112,55.5,0.36346004654771136,0.2,0.23018867924528302,3.39,3.39,8.6,0.16822429906542058,0.26530612244897966,0.3611111111111111,0.42105263157894735,0.1521026761332605,9.038461538461537,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0.0845771144278607
0.4,118,1.0,104.9,0.8409418548774628,0.9180555555555556,54.4,0.45849495733126444,0.2,0.2981132075471698,3.76,3.16,8.0,0.3364485981308411,0.346938775510204,0.16666666666666669,0.2894736842105263,0.32674643761481553,12.36842105263158,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0845771144278607
0.4,122,1.0,104.9,0.8409418548774628,0.9180555555555556,54.4,0.47013188518231197,0.2,0.27547169811320754,3.43,3.64,22.0,0.11214953271028039,0.020408163265306145,0.49999999999999994,0.6052631578947367,0.32833523658209623,7.580645161290323,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0.0845771144278607
0.2,93,1.0,110.0,0.9173474291206152,0.9763888888888888,56.5,0.7862684251357641,0.3,0.460377358490566,3.58,3.64,21.5,0.3504672897196262,0.08163265306122436,0.24999999999999994,0.23684210526315785,0.5072737202720818,10.681818181818182,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0.03980099502487562
0.2,93,1.0,110.0,0.9173474291206152,0.9763888888888888,58.7,0.8774243599689682,0.3,0.460377358490566,3.58,3.64,21.5,0.3504672897196262,0.08163265306122436,0.24999999999999994,0.23684210526315785,0.5742018767687802,10.681818181818182,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0.03980099502487562
0.4,93,0.0,106.7,0.9010091302258528,0.9763888888888888,54.9,0.7785104732350658,0.3,0.460377358490566,3.58,3.64,21.5,0.3504672897196262,0.08163265306122436,0.24999999999999994,0.23684210526315785,0.5724144779305893,10.681818181818182,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0.03980099502487562
0.2,93,1.0,115.6,0.9735703988467084,0.9958333333333332,56.3,0.8851823118696664,0.3,0.460377358490566,3.58,3.64,21.5,0.3504672897196262,0.08163265306122436,0.24999999999999994,0.23684210526315785,0.6574152226801053,10.681818181818182,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0.03980099502487562
